Canto Coding ID,Local_lat:,Local_long:,Region,Division,Subregion,Area,People,Region,Division,Subregion,Area / Kingdom,Culture,Cu_location,Arensberg-Lomax_clusters,Peoplex,C_cid,US Coding ID,Notes,Local_latitude,Local_longitude,society,society_id,Culture_location,US_Culture_name:,Audio_file_id:,Audio_notes:,Duration:,Lomax_source:,Song Title,Genre,Song_notes,Performers,Instruments,Recorded_by,Year,Publisher,Publcation_collection,Repository,Source_notes,Classification_notes,Metadata_notes,,SongTitlecondensed,Metadata_sources
,,,,,,,,,,,,,,,,,6076,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1940s,,,0:02:15,,"Bloody Mary (from ""South Pacific"")",Musical; Broadway,"Song about the character Bloody Mary in South Pacific. U.S. Navy sailors sing, ""Bloody Mary is the girl I love"", ""her skin is tender as DiMaggio's glove"", and that she chews ""betel nuts"", and doesn't use ""Pepsodent"", with the refrain ""Now ain't that too damn bad!""",Men's chorus,,,1949,Columbia,"South Pacific With Original Broadway Cast, Columbia A-850",,,,,South Pacific With Original Broadway Cast,SouthPacific,@Columbia1949SouthPacific @WikiSouthPacificMusical @WikiRodgersAndHammerstein @WikiBloodyMarySouthPacific
,,,,,,,,,,,,,,,,,6077,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1940s,,,0:03:25,,"Bali Ha'i (from ""South Pacific"")",Musical; Broadway,"""Bali Ha'i"", also spelled ""Bali Hai"", is a show tune from the 1949 Rodgers and Hammerstein musical South Pacific. The name refers to a mystical island, visible on the horizon but not reachable, and was originally inspired by the sight of Ambae island from neighboring Espiritu Santo in Vanuatu, where author James Michener was stationed in World War II.","Juanita Hall, vocal",,,1949,Columbia,"South Pacific With Original Broadway Cast, Columbia A-850",,,,,South Pacific With Original Broadway Cast,SouthPacific,@Columbia1949SouthPacific @WikiSouthPacificMusical @WikiRodgersAndHammerstein @WikiBloodyMarySouthPacific @WikiJuanitaHall @WikiBaliHai
,,,,,,,,,,,,,,,,,6078,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1940s,,,0:03:18,,"Overture (from ""Oklahoma"")",Musical; Broadway,"Oklahoma! is the first musical written by the team of composer Richard Rodgers and librettist Oscar Hammerstein II. The musical is based on Lynn Riggs' 1931 play, Green Grow the Lilacs. Set in farm country outside the town of Claremore, Indian Territory, in 1906, it tells the story of farm girl Laurey Williams and her courtship by two rival suitors, cowboy Curly McLain and the sinister and frightening farmhand Jud Fry. A secondary romance concerns cowboy Will Parker and his flirtatious fiancée, Ado Annie.",Orchestra directed by Jay Blackton,,,1943,Decca,"Oklahoma!, Decca A-359",,,,,Oklahoma!,Oklahoma!,@Decca1943Oklahoma! @WikiOklahoma!Musical @WikiRodgersAndHammerstein
,,,,,,,,,,,,,,,,,6079,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1940s,,,0:02:32,,"Oh What a Beautiful Morning (from ""Oklahoma"")",Musical; Broadway,"""Oh, What a Beautiful Mornin'"" is the opening song from the musical Oklahoma!, which premiered on Broadway in 1943. It was written by composer Richard Rodgers and lyricist/librettist Oscar Hammerstein II. The leading male character in Oklahoma!, Curly McLain, sings the song at the beginning of the first scene of the musical. The refrain runs: ""Oh, what a beautiful mornin'! / Oh, what a beautiful day! / I've got a beautiful feelin' / Ev'rythin's goin' my way."" Curly's ""brimming optimism is perfectly captured by Rodgers' ebullient music and Hammerstein's buoyant pastoral lyrics.""","Alfred Drake, vocal",,,1943,Decca,"Oklahoma!, Decca A-359",,,,,Oklahoma!,Oklahoma!,@Decca1943Oklahoma! @WikiOklahoma!Musical @WikiRodgersAndHammerstein @WikiOhWhatABeautifulMornin
,,,,,,,,,,,,,,,,,6263,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1960s,,,0:05:42,,"Hello, Dolly! (from ""Hello, Dolly!"")",Broadway,"""""Hello, Dolly!"" is the title song of the popular 1964 musical of the same name. ""Hello, Dolly!"" was first sung by Carol Channing, who starred as Dolly Gallagher Levi in the original 1964 Broadway cast."" (Wikipedia)","Carol Channing & Co., vocal",,,1964,RCA Victor,"Hello, Dolly! (The Original Broadway Cast Recording), RCA Victor LOC-1087",,,,,"Hello, Dolly! (The Original Broadway Cast Recording)","Hello,Dolly!(from""Hello,Dolly!"")",@WikiHelloDollySong@RCAVictor1964HelloDolly
,,,,,,,,,,,,,,,,,6264,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1960s,,,0:04:25,,"Dancing (from ""Hello, Dolly!"")",Broadway,"""Dancing"" is a song from the musical ""Hello, Dolly!"", occurring during a scene where Dolly teaches Cornelius and Barnaby how to dance.","Carol Channing, Charles Nelson Reilly, Jerry Dodge, Sondra Lee, Eileen Brennan and Co.",,,1964,RCA Victor,"Hello, Dolly! (The Original Broadway Cast Recording), RCA Victor LOC-1088",,,,,"Hello, Dolly! (The Original Broadway Cast Recording)","Dancing(from""Hello,Dolly!"")",@WikiHelloDollyMusical@RCAVictor1964HelloDolly
,,,,,,,,,,,,,,,,,6265,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1960s,,,0:01:47,,"Motherhood (from ""Hello, Dolly!"")",Broadway,"""Motherhood"" is a song from the musical ""Hello, Dolly!"", occurring during a scene where Dolly, Irene, and Minnie attempt to distract Horace by singing about patriotic themes.","Carol Channing, Eileen Brennan, Sondra Lee",,,1964,RCA Victor,"Hello, Dolly! (The Original Broadway Cast Recording), RCA Victor LOC-1089",,,,,"Hello, Dolly! (The Original Broadway Cast Recording)","Motherhood(from""Hello,Dolly!"")",@WikiHelloDollyMusical@RCAVictor1964HelloDolly
,,,,,,,,,,,,,,,,,6003,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1870s,,,0:03:07,,"Broadway, Opera, & Bowery Crawl (from ""The Black Crook"")",Broadway,"""The Black Crook is a work of musical theatre first produced, with great success, in New York in 1866. Many theatre writers have identified The Black Crook as the first popular piece that conforms to the modern notion of a musical."" (Wikipedia). ""The Bowery, Opera, and Broadway Crawl... draws the social parallels of afternoon promenades of belles and swells on the Bowery, Broadway, and Fifth Avenue."" (Allen) ","Thomas Bankston, vocal; Cincinnati's University Singers and Theater Orchestra",,,1871,New World Records,"I Wants To Be A Actor Lady And Other Hits From Early Musical Comedies, New World 80221",,,,,I Wants To Be A Actor Lady And Other Hits From Early Musical Comedies,"Broadway,Opera,&BoweryCrawl(from""TheBlackCrook"")",@NewWorld1978IWantsToBeAActorLady@Allen1995CityinSlang@WikiBlackCrook
,,,,,,,,,,,,,,,,,6004,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1860s,,,0:02:49,,"Amazon's March (from ""The Black Crook"")",Broadway,"""The Black Crook is a work of musical theatre first produced, with great success, in New York in 1866. Many theatre writers have identified The Black Crook as the first popular piece that conforms to the modern notion of a musical."" (Wikipedia).",Cincinnati's University Singers and Theater Orchestra,,,1866,New World Records,"I Wants To Be A Actor Lady And Other Hits From Early Musical Comedies, New World 80221",,,,,I Wants To Be A Actor Lady And Other Hits From Early Musical Comedies,"AmazonsMarch(from""TheBlackCrook"")",@NewWorld1978IWantsToBeAActorLady@WikiBlackCrook
,,,,,,,,,,,,,,,,,6006,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1900s,,,0:02:43,,Yankee Doodle Boy,Broadway,"George Michael Cohan was an American entertainer, playwright, composer, lyricist, actor, singer, dancer and theatrical producer. His 1904 musical Little Johnny Jones introduced Cohan's tunes ""Give My Regards to Broadway"" and ""The Yankee Doodle Boy."" The ""Yankee Doodle"" character was inspired by real-life Hall of Fame jockey Tod Sloan.","Colin Pritchard, vocal; The Paragon Ragtime Orchestra",,,1904,New World Records,"You're a Grand Old Rag: The Music of George M. Cohan, New World 80685-2",,,,,You're a Grand Old Rag: The Music of George M. Cohan,YankeeDoodleBoy,@WikiGeorgeMCohan@WikiLittleJohnnyJones@WikiYankeeDoodleBoy@YTNewWorldRecordsYankeeDoodleBoy
,,,,,,,,,,,,,,,,,6002,,40.71,-74.00,Broadway,,"New York, NY [Recorded in Philadelphia, PA]",BroadwayEA1900s,,,0:03:08,,"I Wants to Be an Actor Lady (from ""Dahomey"")",Vaudeville; Broadway; Minstrel song; Comedy,"I wants to be a Actor Lady'' was written for the London run of a Broadway show, In Dahomey, which can lay claim to being the first real Black American musical to play in Europe. Its star was the lovely Aida Overton Walker and this song, done with some spirit here by Renee Crutcher, is by Harry ('Down at the Old Bull and Bush') von Tilzer. It has the cakewalk beat that distinguishes most of the pseudo-Black numbers of the time.","Dan W. Quinn, vocal",,,1903,Victor,"I want to be an actor lady, Victor 1471",,,,,I want to be an actor lady,"IWantstoBeanActorLady(from""Dahomey"")",@NJBIWantToBeAnActorLady@O'ConnorNDIWantsToBeAActorLady@Victor1902IWantToBeAnActorLady@WikiInDahomey
,,,,,,,,,,,,,,,,,6005,,40.71,-74.00,Broadway,,"New York, NY [Recorded in Philadelphia, PA]",BroadwayEA1890s,,,0:03:19,,"The Bully Song (from ""The Widow Jones"")",Broadway; Coon Song,"The Widow Jones was an 1895 New York City stage musical comedy starring May Irwin and John Rice. The lyrics of Irwin's ""Bully Song,"" a coon song which the musical made famous, describe in comedic tones an act of brutality against a black man.","May Irwin, vocal",,,1894,Victor,"The Bully, Victor 31642",,,,,The Bully,"TheBullySong(from""TheWidowJones"")",@APSMayIrwinsBullySong@WikiWidowJones@RLMayIrwinsBullySong@Victor1907TheBully
,,,,,,,,,,,,,,,,,6015,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1910s,,,0:02:32,,Come Josephine in My Flying Machine,Traditional pop; Broadway,"""Come Josephine In My Flying Machine"" is a popular song with music by Fred Fisher and lyrics by Alfred Bryan. First published in 1910, the composition was originally recorded by Blanche Ring and was, for a time, her signature song.","Blanche Ring, vocal; Victor orchestra",,,1910,Victor,"Come Josephine in My Flying Machine, Victor 60032",,,,,Come Josephine in My Flying Machine,ComeJosephineinMyFlyingMachine,@Victor1910ComeJosephineinMyFlyingMachine @WikiComeJosephineInMyFlyingMachine @WikiBlancheRing
,,,,,,,,,,,,,,,,,6016,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1910s,,,0:02:40,,Mandy,Traditional pop; Vaudeville; Broadway,"""Mandy"" is a popular song by Irving Berlin, published in 1919. ""Mandy"" was originally used for an Army-themed musical revue called Yip Yip Yaphank during World War I (but later cut). For the number, soldiers in the show dressed in blackface and in drag.The number became a hit when it was re-used in the Ziegfeld Follies of 1919, where it was performed by Eddie Cantor, Van and Schenck and Marilyn Miller.","Van & Schenk: Gus Van, vocal; Joe Schenk, vocal",,,1919,Columbia,"Mandy, Columbia A2780",,,,,Mandy,Mandy,@Columbia1919Mandy @WikiMandyIrvingBerlin @WikiIrvingBerlin @WikiVanAndSchenck
,,,,,,,,,,,,,,,,,6021,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1910s,,,0:03:01,,Hello Frisco!,Traditional pop; Vaudeville; Broadway,"Sam Ash was an American vaudeville performer, singer, and movie actor. Elida Morris was an American vaudeville singer, comedian and actress. The two recorded a popular duet of ""Hello Frisco!"" from the Broadway musical Ziegfeld Follies of 1915.[","Morris & Ash: Sam Ash, vocal; Elida Morris, vocal",,,1915,Columbia,"Hello, Frisco, Columbia A1801",,,,,"Hello, Frisco",HelloFrisco!,@Columbia1915HelloFrisco! @WikiSamAsh @WikiElidaMorris
,,,,,,,,,,,,,,,,,6278,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1910s,,,0:03:02,,The Spaniard That Blighted My Life,Music hall; comedy; Broadway,"""The Spaniard That Blighted My Life"" is a comic song which was composed and first performed by English music-hall performer Billy Merson.It was performed by Al Jolson in his show The Honeymoon Express and he recorded it for Victor Records on March 7, 1913 (catalog No. 17318). It became a major hit, selling over a million copies","Al Jolson, vocal",,,1913,Victor,"The Spaniard That Blighted My Life, Victor 17318",,,,,The Spaniard That Blighted My Life,TheSpaniardThatBlightedMyLife,@Victor1913TheSpaniardThatBlightedMyLife @WikiAlJolson @WikiSpaniardThatBlightedMyLife @NJBSpaniardThatBlightedMyLife
,,,,,,,,,,,,,,,,,6279,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1910s,,,0:02:16,,Yankee Doodle Dandy,Broadway,"George Michael Cohan was an American entertainer, playwright, composer, lyricist, actor, singer, dancer and theatrical producer. His 1904 musical Little Johnny Jones introduced Cohan's tunes ""Give My Regards to Broadway"" and ""The Yankee Doodle Boy."" The ""Yankee Doodle"" character was inspired by real-life Hall of Fame jockey Tod Sloan.",George M. Cohan,,,1911,,,,,,,,YankeeDoodleDandy,@WikiGeorgeMCohan @WikiYankeeDoodleBoy
,,,,,,,,,,,,,,,,,6037,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1920s,,,0:03:04,,April Showers,Traditional pop; Broadway,"""April Showers"" is a popular song with music written by Louis Silvers and lyrics by B. G. De Sylva. First published in 1921, it is one of many popular songs whose lyrics use a ""Bluebird of happiness"" as a symbol of cheer. The song was introduced in the 1921 Broadway musical Bombo, where it was performed by Al Jolson. It became a well-known Jolson standard: the first of his several recordings of the song was on Columbia Records in October 1921.","Al Jolson, vocal",,,1921,Columbia,"April Showers / Weep No More (My Mammy), Columbia A3500",,,,,April Showers / Weep No More (My Mammy),AprilShowers,@Columbia1921AprilShowers @WikiAprilShowers @WikiAlJolson
,,,,,,,,,,,,,,,,,6289,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1920s,,,0:03:12,,I'll Build a Stairway to Paradise,Traditional pop; jazz; Broadway,"""Stairway to Paradise"", also known as ""I'll Build a Stairway to Paradise"", is a song composed in 1922 by George Gershwin with lyrics by Ira Gershwin and Buddy DeSylva for the Broadway revue George White's Scandals. Popular recordings in 1922–23 were by Carl Fenton; Paul Whiteman; and by Ben Selvin. It was more famously performed in the 1951 American musical An American in Paris by Georges Guétary.",Paul Whiteman & His Orchestra,,,1922,Victor,"I'll Build A Stairway To Paradise / You Remind Me Of My Mother, Victor 18949",,,,,I'll Build A Stairway To Paradise / You Remind Me Of My Mother,IllBuildaStairwaytoParadise,@Victor1922IllBuildaStairwaytoParadise @WikiStairwayToParadise @WikiPaulWhiteman
,,,,,,,,,,,,,,,,,6049,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1930s,,,0:03:11,,Little Curly Hair in a High Chair,Traditional pop; Broadway,,"Eddie Cantor, vocal; Jerry Joyce and his orchestra",,,1940,Regal Zonophone,"Little Curly Hair In A High Chair / Margie, Regal Zonophone G24130",,,,,Little Curly Hair In A High Chair / Margie,LittleCurlyHairinaHighChair,@RegalZonophone1940LittleCurlyHairinaHighChair @WikiEddieCantor
,,,,,,,,,,,,,,,,,6031,,39.95,-75.16,Broadway,,"Philadelphia, PA",PhiladelphiaEA1920s,,,0:03:16,,"Lover Come Back to Me (from ""New Moon"")",Traditional pop; Broadway,"""Lover, Come Back to Me"" is a popular song composed by Sigmund Romberg with lyrics by Oscar Hammerstein II for the Broadway show The New Moon, where the song was introduced by Evelyn Herbert and Robert Halliday (as Robert Misson). The song was published in 1928.","Eleanor Steber & Nelson Eddy, vocal",,,1928,Columbia,"New Moon, Columbia Masterworks A 975",,,,,New Moon,NewMoon,@Columbia1950NewMoon @WikiNewMoon @WikiLoverComeBackToMe @WikiEleanorSteber @WikiNelsonEddy
,,,,,,,,,,,,,,,,,6032,,39.95,-75.16,Broadway,,"Philadelphia, PA",PhiladelphiaEA1920s,,,0:03:13,,"Gorgeous Alexander (from ""New Moon"")",Traditional pop; Broadway,,"Eleanor Steber & Nelson Eddy, vocal",,,1928,Columbia,"New Moon, Columbia Masterworks A 976",,,,,New Moon,NewMoon,@Columbia1950NewMoon @WikiNewMoon @WikiEleanorSteber @WikiNelsonEddy
,,,,,,,,,,,,,,,,,6047,,38.62,-90.19,Broadway,,"St. Louis, MO [Recorded in New York City]",StLouisEA1930s,,,0:02:59,,It's Only a Paper Moon,Traditional pop; Broadway,"""It's Only a Paper Moon"" is a popular song published in 1933 with music by Harold Arlen and lyrics by Yip Harburg and Billy Rose. The song was written for an unsuccessful 1932 Broadway play called The Great Magoo that was set in Coney Island. It was used in the movie Take a Chance in 1933 when it was sung by June Knight and Charles ""Buddy"" Rogers. Another popular 1933 recording was done by Cliff Edwards.","Cliff Edwards, vocal & ukulele; Dick McDonough, guitar",,,1933,Vocalion,"It's Only a Paper Moon / Night Owl, Vocalion 2587",,,,,It's Only a Paper Moon / Night Owl,ItsOnlyaPaperMoon,@Vocalion1933ItsOnlyaPaperMoon @WikiItsOnlyAPaperMoon @WikiCliffEdwards
,,,,,,,,,,,,,,,,,6286,,40.79,-77.86,Broadway,,"State College, PA [Recorded in Camden, NJ]",PennsylvaniaEA1920s,,,0:03:03,,Collegiate,Dance; Broadway,"Waring's Pennsylvanians was a dance band that was formed in 1918 at Penn State by the brothers Fred and Tom Waring and their friends Freddy Buck and Poley McClintock. They had a hit in 1925 with the song ""Collegiate"". ",Fred Waring and his Pennsylvanians,,,1925,Victor,"Collegiate / Look At Those Eyes, Victor 19648",,,,,Collegiate / Look At Those Eyes,Collegiate,@Victor1925Collegiate @WikiMoeJaffe @WikiFredWaring @WikiWaringsPennsylvanians
,,,,,,,,,,,,,,,,,6001,,40.71,-74.00,Broadway,,"New York, NY",BroadwayEA1880s,,,,,"Sex Against Sex (from ""The Pannis Show"")",,,,,,1884,,,,,,,,"SexAgainstSex(from""ThePannisShow"")",
,,,,,,,,,,,,,,,,,6188,,30.34,-81.66,C & N Florida,62472,"Jacksonville, FL [Recorded in New York City]",FloridaEA1970s,,,0:05:17,,Whippin' Post,Blues rock; Southern rock,"""Whipping Post"" is a song by The Allman Brothers Band. Written by Gregg Allman, the five-minute studio version first appeared on their 1969 debut album The Allman Brothers Band. The song was regularly played live and was the basis for much longer and more intense performances. Gregg's travails in the music business would provide the thematic inspiration for the new song,which was written quickly on an ironing board cover. The blues rock song's lyrics center on a metaphorical whipping post, an evil woman and futile existential sorrow.","Allman Brothers: Gregg Allman, vocal & organ; Duane Allman, guitar; Dickey Betts, guitar; Berry Oakley, bass; Jai Johanny Johanson, drums & congas; Butch Trucks, drums & percussion",,,1970,ATCO,"The Allman Brothers Band, ATCO SD 33-308",,,,,The Allman Brothers Band,AllmanBrothersBandAlbum,@ATCO1970AllmanBrothersBandAlbum @WikiAllmanBrothersBandAlbum @WikiAllmanBrothersBand @WikiWhippingPost
